song_id,title,primary_artist,artists,artists_list,artist_count,text_damaged,n_sources,release_date,release_year,explicit,primary_genre,artist_country,bpm,danceability,energy,valence,acousticness,artist2025_name,artist2025_rank,artist2025_monthly_listeners_millions_mar2026,artist2025_followers_millions,artist2025_grammy_wins,artist2025_debut_year,artist2025_primary_genre,artist2025_country,artist2025_gender,artist2025_top_song,sp2023_title,sp2023_artists,sp2023_artist_count,sp2023_release_date,sp2023_release_year,sp2023_spotify_playlists,sp2023_spotify_charts,sp2023_streams,sp2023_apple_playlists,sp2023_apple_charts,sp2023_deezer_playlists,sp2023_deezer_charts,sp2023_shazam_charts,sp2023_bpm,sp2023_key,sp2023_mode,sp2023_danceability,sp2023_valence,sp2023_energy,sp2023_acousticness,sp2023_instrumentalness,sp2023_liveness,sp2023_speechiness,sp2024_title,sp2024_artists,sp2024_artist_count,sp2024_album_name,sp2024_isrc,sp2024_release_date,sp2024_release_year,sp2024_all_time_rank,sp2024_track_score,sp2024_spotify_streams,sp2024_spotify_playlist_count,sp2024_spotify_playlist_reach,sp2024_spotify_popularity,sp2024_youtube_views,sp2024_youtube_likes,sp2024_tiktok_posts,sp2024_tiktok_likes,sp2024_tiktok_views,sp2024_youtube_playlist_reach,sp2024_apple_music_playlist_count,sp2024_airplay_spins,sp2024_siriusxm_spins,sp2024_deezer_playlist_count,sp2024_deezer_playlist_reach,sp2024_amazon_playlist_count,sp2024_pandora_streams,sp2024_pandora_track_stations,sp2024_soundcloud_streams,sp2024_shazam_counts,sp2024_explicit,alltime_title,alltime_artists,alltime_artist_count,alltime_rank,alltime_total_streams,alltime_primary_genre,alltime_artist_country,alltime_bpm,alltime_release_year,alltime_explicit,alltime_danceability,alltime_energy,alltime_valence,alltime_acousticness,wrapped2025_title,wrapped2025_artists,wrapped2025_artist_count,wrapped2025_rank,wrapped2025_streams,wrapped2025_primary_genre,wrapped2025_artist_country,wrapped2025_bpm,wrapped2025_duration_seconds,wrapped2025_release_year,wrapped2025_peak_global_chart_position,wrapped2025_explicit,wrapped2025_danceability,wrapped2025_energy,wrapped2025_valence,wrapped2025_acousticness
950,Copa Vac�,Shakira,Shakira,Shakira,1,True,1,2023-06-29,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copa Vac�,Shakira,1,Copa Vac�a - Si,USQX92300694,2023-06-29,2023,4040,21.2,147537573,17322,17844679,63,13918496,120215,16923,5394153,68517237,,46,45181,317,37,662279,31,4161017,802,,477464,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Copines,Aya Nakamura,Aya Nakamura,Aya Nakamura,1,False,1,2018-08-24,2018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copines,Aya Nakamura,1,Copines,FRZ041800793,2018-08-24,2018,867,52.1,381322519,70125,7759068,67,793025740,7300331,9295551,769130337,8503116899,11289899,45,16672,,29,258833,7,549774,2745,,5305717,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Cora�o,Mar�lia Mendo,Mar�lia Mendo,Mar�lia Mendo,1,True,1,2020-07-10,2020,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cora�o,Mar�lia Mendo,1,"Patroas, EP1",BRWNV2000088,2020-07-10,2020,4370,20.1,71915713,6180,8643384,54,611609157,2544961,9284,817211,13591360,2058446921,10,1872,,40,1304457,2,78983,,,127483,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Cora�o,WIU,WIU,WIU,1,True,1,2022-11-29,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cora�o,WIU,1,Manual de Como Amar Errado,BXW922200010,2022-11-29,2022,2333,29.6,239669425,30426,7338920,63,181495900,1178870,223700,26184927,378296874,144121249,12,3265,,29,657656,11,,,,235905,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Coraz�,Maluma,Maluma,Maluma,1,True,1,2017-11-03,2017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coraz�,Maluma,1,Coraz�,USSD11700459,2017-11-03,2017,1251,42.3,598040653,52952,15758764,64,1871767126,7019685,37943,11651047,44176203,334146897,38,19241,176,31,141022,17,146563344,38361,,3689896,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Coraz�n de Pi,Xavi,Xavi,Xavi,1,True,1,2024-03-23,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coraz�n de Pi,Xavi,1,Coraz�n de Piedra - Si,USA2P2414894,2024-03-23,2024,244,98.8,172164034,5517,48983734,82,117450205,1103003,,,,135952492,11,1879,,7,2124457,16,9152713,1759,1136588,418366,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Coraz�n F,Jasiel Nu�,Jasiel Nu�,Jasiel Nu�,1,True,1,2023-10-12,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coraz�n F,Jasiel Nu�,1,Coraz�n Fr�o,QMDA72384363,2023-10-12,2023,3420,23.4,79485128,6458,10455834,,53649480,398179,5556,2005258,13574747,,4,,,2,70889,5,2343674,370,2270240,399160,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Coraz�n Roto pt. 3 (feat. Jhayco & Ryan Cas,Brray,Brray,Brray,1,True,1,2023-09-08,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coraz�n Roto pt. 3 (feat. Jhayco & Ryan Cas,Brray,1,Coraz�n Roto p,USUM72313435,2023-09-08,2023,3297,23.9,139751220,18392,12791215,20,49641305,248150,,,,28619808,14,,,13,211845,,,,,235413,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Coraz�n Roto - R,Brray,Brray,Brray,1,True,1,2023-04-07,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coraz�n Roto - R,Brray,1,Coraz�n Roto (Re,USUM72305202,2023-04-07,2023,931,49.9,203212015,36459,13719365,67,178302256,677453,827700,24190123,359964365,362205003,27,12434,,12,1842000,3,127732,684,,836117,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,CORAZ�N VA,Maria Becerra,Maria Becerra,Maria Becerra,1,True,2,2023-06-22,2023,False,,,98,0.68,0.79,0.4,0.33,,,,,,,,,,,CORAZ�N VA,Maria Becerra,1,2023-06-22,2023,370,20,43857627,12,16,18,4,93,98,C#,Major,0.68,0.4,0.79,0.33,0.0,0.3,0.06,CORAZ�N VA,Maria Becerra,1,CORAZ�N VA,USWL12301086,2023-06-22,2023,1094,45.8,251442618,19913,23463750,71,209201810,958198,249263,61634866,541965678,650020478,23,16628,354,20,635145,53,188360,75,,209753,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Corrido de Juan Armenta,Vicente Fern�,Vicente Fern�,Vicente Fern�,1,True,1,2024-05-27,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corrido de Juan Armenta,Vicente Fern�,1,Los Temas de Mis Pel�c,MXF012400279,2024-05-27,2024,1816,34.1,68134,3,138,,,,,,,,,,,,,,10721923,6628,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Cough,Kizz Daniel,Kizz Daniel,Kizz Daniel,1,False,1,2022-10-13,2022,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cough,Kizz Daniel,1,Cough,USUYG1448153,2022-10-13,2022,655,59.3,86103527,24888,4522560,62,211940922,1076420,3115217,71261169,1387044831,69365971,20,14428,4,6,438492,18,5049678,1949,,3663496,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,COULD BE WRONG,LOSTBOYJAY,LOSTBOYJAY,LOSTBOYJAY,1,False,1,2022-12-02,2022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULD BE WRONG,LOSTBOYJAY,1,COULD BE WRONG,GBUM72208113,2022-12-02,2022,4223,20.5,56645454,39890,4540523,67,9185128,133475,16025,6899191,75363545,,4,3089,18,6,27747,6,,,4723712,306300,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Counting Stars,OneRepublic,OneRepublic,OneRepublic,1,False,3,2013-01-01,2013,False,Pop Rock,USA,122,0.66,0.71,0.48,0.06,,,,,,,,,,,Counting Stars,OneRepublic,1,2013-01-01,2013,29215,43,2011464183,179,97,3394,11,153,122,C#,Minor,0.66,0.48,0.71,0.06,0.0,0.12,0.04,Counting Stars,OneRepublic,1,Native (Standard),USUM71301306,2013-01-01,2013,892,51.1,2466006842,343135,114346295,81,304524339,2956756,382991,125290160,1245061983,149045425,198,237316,170,138,1401001,40,1394055006,1085579,,118910,False,Counting Stars,OneRepublic,1,24,3140000000,Pop Rock,USA,122,2013,False,0.62,0.8,0.58,0.12,,,,,,,,,,,,,,,,
964,counting stars (speed up) - Remix,Muppet DJ,Muppet DJ,Muppet DJ,1,False,1,2023-01-18,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,counting stars (speed up) - Remix,Muppet DJ,1,counting stars (speed up) [Remix],ARIXB2300676,2023-01-18,2023,4441,19.8,,67,9593,,225116235,1646808,,,,380345,,8,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Count Me Out,Kendrick Lamar,Kendrick Lamar,Kendrick Lamar,1,False,2,2022-05-13,2022,True,,,134,0.78,0.43,0.51,0.69,Kendrick Lamar,9,71.5,52,17,2003,Hip-Hop,USA,Male,Not Like Us,Count Me Out,Kendrick Lamar,1,2022-05-13,2022,2729,0,126191104,3,7,13,0,1,134,G,Major,0.78,0.51,0.43,0.69,0.0,0.14,0.09,Count Me Out,Kendrick Lamar,1,Mr. Morale & The Big Steppers,USUM72208980,2022-05-13,2022,3049,25.1,201021118,64247,6844165,72,88574109,1615761,7308,2928037,20521498,109458351,7,890,25,4,43191,7,8547683,3071,,576996,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Country Girl (Shake It For Me),Luke Bryan,Luke Bryan,Luke Bryan,1,False,1,2011-01-01,2011,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country Girl (Shake It For Me),Luke Bryan,1,Tailgates & Tanlines,USCN11100078,2011-01-01,2011,4530,19.6,464203349,69767,12116553,70,192327944,1072108,105583,24892738,136935165,161542927,45,99018,141,3,106,24,514853161,931824,1017184,2256949,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Coup du marteau,Tam Sir,Tam Sir,Tam Sir,1,False,1,2023-12-08,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coup du marteau,Tam Sir,1,Coup du marteau,DGA0Q2357844,2023-12-08,2023,331,84.3,24933240,4241,2378348,,79219504,463646,1800000,44679343,687729852,641603777,10,2264,,6,165572,1,,,,1245247,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Cover Me In Sunshine,P!nk,P!nk,P!nk,1,False,1,2021-02-12,2021,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cover Me In Sunshine,P!nk,1,Cover Me In Sunshine,USRC12100138,2021-02-12,2021,1715,35.3,439034558,90145,20519485,64,115408379,1213873,269475,31650070,296160904,48805502,130,263933,105,63,1248937,40,42849405,28351,,3598273,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Cover Me Up,Morgan Wallen,Morgan Wallen,Morgan Wallen,1,False,1,2019-04-05,2019,False,,,,,,,,Morgan Wallen,20,56.3,44,0,2018,Country,USA,Male,I Had Some Help,,,,,,,,,,,,,,,,,,,,,,,,Cover Me Up,Morgan Wallen,1,Cover Me Up,QZ22S1800057,2019-04-05,2019,3499,23.1,457252350,58811,6992809,70,284333103,1250573,152118,25018657,226942604,162713583,14,946,,2,3288,7,189236636,95208,5855288,821584,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Cowgirls (feat. ERNEST),Morgan Wallen,Morgan Wallen,Morgan Wallen,1,False,1,2023-03-03,2023,False,,,,,,,,Morgan Wallen,20,56.3,44,0,2018,Country,USA,Male,I Had Some Help,,,,,,,,,,,,,,,,,,,,,,,,Cowgirls (feat. ERNEST),Morgan Wallen,1,One Thing At A Time,USUG12300827,2023-03-03,2023,1371,40.1,266560481,31680,27441895,81,40534712,139755,47800,8320521,103569548,613036800,26,31216,24,15,7631939,48,82896740,25969,4342886,357979,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Cr�,KAROL G,KAROL G,KAROL G,1,True,1,2018-11-02,2018,False,,,,,,,,KAROL G,14,63.5,50,1,2017,Reggaeton,Colombia,Female,Baile Inolvidable,,,,,,,,,,,,,,,,,,,,,,,,Cr�,KAROL G,1,Cr�,USUM71817050,2018-11-02,2018,3287,24.0,474863499,33671,14288251,67,817844545,3801744,22342,1320930,21632035,149759944,28,6537,8,24,209963,34,60496578,8863,,51229,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Cracker Island (feat. Thundercat),Gorillaz,Gorillaz,Gorillaz,1,False,1,2022-06-22,2022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cracker Island (feat. Thundercat),Gorillaz,1,Cracker Island (feat. Thundercat),GBAYE1901301,2022-06-22,2022,4263,20.4,98108741,40658,4088272,56,67381975,1403327,24543,8976403,140878884,854250,14,51359,65,8,57196,24,7004275,2838,,451491,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Cradles,Sub Urban,Sub Urban,Sub Urban,1,False,1,2019-01-04,2019,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cradles,Sub Urban,1,Cradles,GB2LD1800949,2019-01-04,2019,418,75.2,737097685,155765,20317539,68,1098942075,19179674,6010728,735932695,8841517566,56344836,19,23497,,14,41677,7,77491669,121008,42287751,11014789,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Crawling,Linkin Park,Linkin Park,Linkin Park,1,False,1,2024-04-12,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crawling,Linkin Park,1,Papercuts,USWB11201319,2024-04-12,2024,927,50.1,570290910,174,525584,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Crazy Form,ATEEZ,ATEEZ,ATEEZ,1,False,1,2023-12-01,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crazy Form,ATEEZ,1,THE WORLD EP.FIN : WILL,KRD442300022,2023-12-01,2023,1765,34.7,58520078,5454,5075458,,123416768,976454,8035,14763613,62979168,1488882238,9,1452,20,3,236558,9,414834,516,12328,143319,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Crazy Story,King Von,King Von,King Von,1,False,1,2019-09-20,2019,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crazy Story,King Von,1,"Grandson, Vol. 1",USUYG1274314,2019-09-20,2019,4521,19.6,261230912,38453,1768938,65,1001379,14464,,,,,,1,,,,1,,,51869592,1184983,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Crazy What Love Can Do,David Guetta,"David Guetta, Ella Henderson, Becky Hill",David Guetta; Ella Henderson; Becky Hill,3,False,2,2022-03-18,2022,False,,,123,0.6,0.71,0.46,0.03,,,,,,,,,,,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022-03-18,2022,5290,0,286739476,139,73,142,0,5,123,E,Minor,0.6,0.46,0.71,0.03,0.0,0.16,0.04,Crazy What Love Can Do,David Guetta,1,Only Honest On The Weekend (Deluxe),UKWLG2200001,2022-03-18,2022,1825,34.0,371288040,69527,53951706,69,42623147,297084,5644,1282246,19793657,2591798957,111,205826,348,56,947134,40,4516525,729,,2246791,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,CRAZYZ,Fuerza Regida,Fuerza Regida,Fuerza Regida,1,False,1,2023-10-20,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRAZYZ,Fuerza Regida,1,Pa las Baby's Y Belikeada,QZ9QQ2300772,2023-10-20,2023,1314,41.1,202633616,12683,18918954,78,117472301,623131,,172878,1541896,84907151,11,19,,14,1870596,7,8147122,2211,,564296,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Creatures in Heaven,Glass Animals,Glass Animals,Glass Animals,1,False,1,2024-04-03,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creatures in Heaven,Glass Animals,1,Creatures In Heaven,GBUM72310164,2024-04-03,2024,2979,25.5,18564601,3063,11762071,,1512853,39971,,,,17203895,38,20218,3,27,327799,42,1071295,313,88252,120498,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Creep,Radiohead,Radiohead,Radiohead,1,False,1,1992-09-21,1992,,,,92,0.53,0.34,0.12,0.01,,,,,,,,,,,Creep,Radiohead,1,1992-09-21,1992,36724,7,1271293243,146,72,6807,5,80,92,G,Major,0.53,0.12,0.34,0.01,0.0,0.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Creeper Star,Leo Walrus,Leo Walrus,Leo Walrus,1,False,1,2022-11-29,2022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creeper Star,Leo Walrus,1,Creeper Star,GX8MK2200002,2022-11-29,2022,1915,33.1,,28,283,2,445360465,369291,1,25,541,,,12,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Creepin',The Weeknd,"The Weeknd, 21 Savage, Metro Boomin",The Weeknd; 21 Savage; Metro Boomin,3,False,2,2022-12-02,2022,True,,,98,0.71,0.61,0.17,0.36,The Weeknd,1,110.4,112,4,2010,R&B/Pop,Canada,Male,Die With A Smile,Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022-12-02,2022,6036,88,843957510,113,149,245,23,27,98,C#,Minor,0.71,0.17,0.61,0.36,0.0,0.08,0.05,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,1,HEROES & VILLAINS,USUG12208791,2022-12-02,2022,57,192.3,1337619917,228295,64806723,80,193982443,2023998,423714,148085419,1268862678,444033037,152,952186,34,58,2134791,66,77382416,28694,,6205060,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Criminal,NATTI NATASHA,NATTI NATASHA,NATTI NATASHA,1,False,1,2017-08-18,2017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criminal,NATTI NATASHA,1,Criminal,USB271700112,2017-08-18,2017,648,59.6,889098343,84086,32287923,69,2707034440,9483547,425400,28701107,312894649,278049333,58,15053,88,39,482047,59,190129072,63576,,3803337,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Crocodile Tearz,J. Cole,J. Cole,J. Cole,1,False,1,2024-04-05,2024,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crocodile Tearz,J. Cole,1,Might Delete Later,USUG12402403,2024-04-05,2024,2600,27.7,37057985,5769,25367830,,7966475,130502,,,,5801422,12,101,,1,1070810,17,4380830,498,,88038,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Crown,Kendrick Lamar,Kendrick Lamar,Kendrick Lamar,1,False,1,2022-05-13,2022,,,,170,0.37,0.24,0.14,0.8,Kendrick Lamar,9,71.5,52,17,2003,Hip-Hop,USA,Male,Not Like Us,Crown,Kendrick Lamar,1,2022-05-13,2022,1493,0,42485571,2,0,10,0,0,170,C#,Minor,0.37,0.14,0.24,0.8,0.0,0.11,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Cruel Summer,Taylor Swift,Taylor Swift,Taylor Swift,1,False,4,2019-08-23,2019,False,Synth-Pop,USA,170,0.55,0.72,0.58,0.11,Taylor Swift,2,107.5,110,14,2006,Pop/Country,USA,Female,Fortnight,Cruel Summer,Taylor Swift,1,2019-08-23,2019,7858,100,800840817,116,207,125,12,548,170,A,Major,0.55,0.58,0.72,0.11,0.0,0.11,0.15,Cruel Summer,Taylor Swift,1,Lover,USUG11901472,2019-08-23,2019,451,72.8,2188247133,121479,201964859,88,342388433,2291619,3233521,465904062,4967025679,822448758,273,913464,1264,122,21554174,117,60954563,84157,2171676,3476323,False,Cruel Summer,Taylor Swift,1,34,2720000000,Synth-Pop,USA,170,2019,False,0.55,0.7,0.57,0.12,Cruel Summer,Taylor Swift,1,19,960000000,Synth-Pop,USA,170,178,2019,1,False,0.55,0.7,0.57,0.12
987,Cruise,Florida Georgia Line,Florida Georgia Line,Florida Georgia Line,1,False,1,2012-01-01,2012,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cruise,Florida Georgia Line,1,Here's To The Good Times,USUM71207991,2012-01-01,2012,4210,20.6,455780340,62047,17493880,67,2801769,34063,32146,1143655,11785941,,69,138702,281,5,6542,32,601741070,1027366,1839356,2690275,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Cry,Benson Boone,Benson Boone,Benson Boone,1,False,1,2024-04-05,2024,False,,,,,,,,Benson Boone,36,41.4,22,0,2022,Pop Rock,USA,Male,Beautiful Things,,,,,,,,,,,,,,,,,,,,,,,,Cry,Benson Boone,1,Fireworks & Rollerblades,USWB12401092,2024-04-05,2024,1589,36.7,72952792,5724,21375874,18,9235207,107668,,3556100,45173400,47270423,26,2718,38,10,590630,30,5625098,4846,,149275,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Cry,Cigarettes After Sex,Cigarettes After Sex,Cigarettes After Sex,1,False,1,2019-10-25,2019,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cry,Cigarettes After Sex,1,Cry,USBQU1900121,2019-10-25,2019,4105,21.0,499764238,79594,30626148,78,100443510,1071510,86986,72851545,438475493,594980,3,114,,4,116015,4,2025228,2070,14935595,1822950,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Cry Baby (feat. DaBaby),Megan Thee Stallion,Megan Thee Stallion,Megan Thee Stallion,1,False,1,2020-11-20,2020,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cry Baby (feat. DaBaby),Megan Thee Stallion,1,Good News,QMCE32000678,2020-11-20,2020,4480,19.7,208151054,38294,10075280,59,218386390,2462386,632550,307941931,2020694174,180147323,4,75639,160,1,12,4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Cry No More (feat. Tay Keith),Headie One,Headie One,Headie One,1,False,1,2024-04-19,2024,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cry No More (feat. Tay Keith),Headie One,1,Cry No More (feat. Tay Keith),GBARL2400420,2024-04-19,2024,3804,21.9,13712090,3148,14042635,,3889395,76350,,,,26701987,14,2005,,18,1746831,37,27546,8,356418,158997,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,C�t �,T�ng Duy,T�ng Duy,T�ng Duy,1,True,1,2023-09-28,2023,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C�t �,T�ng Duy,1,C�t �,QZYHM2362070,2023-09-28,2023,602,61.6,6921900,1554,91085,,119888947,390939,1800000,18029920,497979360,2119803,1,5,,,,,,,,33933,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Cuaderno,Dalex,Dalex,Dalex,1,False,1,2019-05-10,2019,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuaderno,Dalex,1,Climaxxx,QM9WM1900130,2019-05-10,2019,3511,23.0,415170963,57071,15542644,63,618739499,3018799,106464,10874942,72178937,27037557,54,2681,,6,35291,4,8770761,3632,,882993,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,CUAL ES ESA,Feid,Feid,Feid,1,False,1,2023-12-01,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUAL ES ESA,Feid,1,FERXXOCALIPSIS,USUM72318210,2023-12-01,2023,3285,24.0,84131713,9659,7789551,71,46945484,239851,229,1550,28600,76010877,5,3267,,6,3588081,1,145825,101,,154493,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Cuando La Vida Sea Trago,Carin Leon,Carin Leon,Carin Leon,1,False,1,2024-04-11,2024,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando La Vida Sea Trago,Carin Leon,1,Cuando La Vida Sea Trago,USA2P2419596,2024-04-11,2024,4444,19.8,17237503,943,5030772,60,16792844,122453,,,,,4,241,,6,1044989,3,2270158,545,,150270,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Cuando Nadie Ve,Morat,Morat,Morat,1,False,1,2018-06-08,2018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando Nadie Ve,Morat,1,Cuando Nadie Ve,ES5701800456,2018-06-08,2018,3673,22.4,621596476,41914,21124626,72,761391767,3404496,127773,13275748,84607917,210012869,23,17161,,36,1908898,15,1240330,1797,,1406798,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Cuando Te Am�,Cupula Roja,Cupula Roja,Cupula Roja,1,True,1,2024-06-08,2024,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando Te Am�,Cupula Roja,1,Cuando Te Am� - Si,UKXN22459926,2024-06-08,2024,537,66.3,,,,,97907,436,,,,,,,,,,,,,,837439,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Cuando Te Bes�,Becky G,Becky G,Becky G,1,True,1,2018-08-02,2018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuando Te Bes�,Becky G,1,Cuando Te Bes�,USSD11800274,2018-08-02,2018,2240,30.3,588021470,51865,15227639,63,1114556086,5855578,118917,6274016,58539891,114202446,20,7464,36,24,221478,18,19883459,7852,,1621041,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,CUFF IT,Beyonc�,Beyonc�,Beyonc�,1,True,2,2022-07-29,2022,True,,,115,0.78,0.69,0.64,0.04,,,,,,,,,,,CUFF IT,Beyonc�,1,2022-07-29,2022,7842,10,595900742,215,88,330,26,23,115,G,Major,0.78,0.64,0.69,0.04,0.0,0.07,0.14,CUFF IT,Beyonc�,1,RENAISSANCE,USSM12206232,2022-07-29,2022,213,104.9,795960535,100204,68659216,73,176996169,1606296,2762888,945005125,11215597325,251341543,182,481547,818,108,3025424,142,41249326,32516,,3861203,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,�Cu�l Es Su Nombre?,Lucky Brown,Lucky Brown,Lucky Brown,1,True,1,2023-09-14,2023,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,�Cu�l Es Su Nombre?,Lucky Brown,1,El De La Nueva Baby,CLA1D2300086,2023-09-14,2023,2041,31.9,83521812,10789,6141307,66,127280465,489928,110443,7796172,52933390,497967066,1,126,,3,1948038,,42326,14,,97655,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
